player_id,name,position,age,height,experience_years,match_date,match_num,spike_attempts,spike_success,spike_accuracy,block_attempts,blocks,serve_attempts,aces,serves,dig_attempts,digs,errors,reaction_time,match_duration,team_score,opponent_score,won_match,performance_score,energy_level,mood_score
0,Parker Davis,Setter,20,167.3467556141043,3,2024-09-02 12:46:11.534794,25,23,16,68.52,20,6.327331812614842,25,5,5/25,37,24.625343157615553,1,281.5,76,17,24,False,66.38,0.99,0.63
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-01-22 12:46:11.534809,1,23,14,44.16,14,6.468053478272175,23,5,5/23,26,16.688023934536908,0,334.9,118,20,24,False,70.3,0.73,0.92
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-10-01 12:46:11.534818,2,31,21,63.24,14,5.867437271707591,19,1,1/19,32,29.871682167091937,0,301.6,79,21,23,False,74.23,0.93,0.65
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-01-01 12:46:11.534828,3,28,23,66.22,17,10.614115562477672,22,3,3/22,36,26.603966530880857,5,313.6,102,16,19,False,71.0,0.81,0.82
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-08-26 12:46:11.534837,4,17,14,63.06,20,9.778592284426281,19,1,1/19,20,12.252422470385405,2,301.1,109,16,22,False,69.76,0.77,0.81
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-01-17 12:46:11.534846,5,27,20,45.93,11,3.747594838979915,15,3,3/15,23,14.262009143293897,0,257.6,104,23,22,True,87.13,0.62,0.62
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-04-02 12:46:11.534856,6,29,18,59.52,15,9.590104931877717,23,5,5/23,34,31.643146962679058,4,329.2,87,23,22,True,79.05,0.96,0.87
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-04-05 12:46:11.534865,7,29,19,48.11,11,8.518620747556426,19,3,3/19,40,24.96752649804987,2,247.7,78,18,19,False,72.18,0.73,0.95
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-05-14 12:46:11.534874,8,19,12,61.8,14,5.607425762057499,18,1,1/18,37,33.266443656825366,0,260.7,86,21,24,False,74.15,0.98,0.51
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2023-12-24 12:46:11.534883,9,27,20,50.95,13,5.743343904186546,21,5,5/21,33,21.320828269305807,4,294.6,98,18,22,False,70.08,0.69,0.72
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-07-06 12:46:11.534893,10,27,19,60.31,18,8.517746154229231,17,4,4/17,39,31.712694790538166,2,299.2,102,15,16,False,77.46,0.86,0.57
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-04-19 12:46:11.534902,11,20,12,36.47,14,6.927385715651401,22,3,3/22,32,17.01709281496012,5,282.2,113,16,22,False,61.08,0.61,0.77
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-08-11 12:46:11.534911,12,22,17,49.9,20,17.529813199949867,15,3,3/15,26,17.435406017980508,3,255.2,68,22,25,False,79.95,0.65,0.97
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-04-15 12:46:11.534919,13,23,19,62.67,10,6.00255146767314,16,1,1/16,29,18.20788263855962,0,332.9,96,25,21,True,86.58,0.76,0.86
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2025-05-19 12:46:11.534929,14,33,26,68.12,18,5.8792620508580224,19,3,3/19,23,19.88599633432367,3,318.3,82,23,21,True,83.02,0.86,0.53
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2023-10-11 12:46:11.534937,15,25,15,50.78,14,10.557897112965218,16,1,1/16,34,28.776408015128293,2,257.6,93,25,19,True,80.96,0.85,0.96
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-03-27 12:46:11.534946,16,29,21,62.8,19,9.354776339239628,20,4,4/20,22,16.47823237538575,2,264.4,89,24,24,False,73.73,0.87,0.67
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-03-16 12:46:11.534957,17,25,16,50.91,11,6.153576287188632,19,3,3/19,28,21.476640745966904,3,334.8,65,18,21,False,68.37,0.8,0.88
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2023-08-28 12:46:11.534966,18,30,24,61.62,15,8.729677183568047,15,1,1/15,27,18.484836601970063,3,276.9,95,23,20,True,80.44,0.77,0.87
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-08-31 12:46:11.534975,19,26,21,57.39,12,5.563554170862768,18,1,1/18,23,16.34379656811194,5,309.0,72,18,22,False,67.01,0.71,0.79
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-02-14 12:46:11.534984,20,34,23,59.46,9,3.9419782253544318,19,1,1/19,20,17.579339143281555,0,267.4,63,23,19,True,86.9,0.88,0.56
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-03-20 12:46:11.534993,21,18,15,66.39,17,7.88510578235409,22,2,2/22,21,14.34057523409569,5,287.8,112,16,21,False,65.73,0.8,0.79
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2023-09-02 12:46:11.535002,22,16,10,47.01,20,13.359530643366629,19,1,1/19,37,28.58174599742755,3,299.6,99,18,23,False,68.34,0.75,0.95
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-10-04 12:46:11.535011,23,33,29,72.13,12,4.6261304617725525,15,2,2/15,26,20.51992245577759,1,306.0,70,18,17,True,89.59,0.82,0.58
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-06-12 12:46:11.535020,24,29,23,68.56,15,8.701508063004809,18,1,1/18,34,23.340776862816373,0,332.4,110,25,24,True,82.79,0.86,0.97
1,Charlotte Hill,Opposite Hitter,21,181.85635181958114,6,2024-05-26 12:46:11.535029,25,18,13,46.93,18,8.443389956060468,19,1,1/19,25,16.24353658174708,3,314.9,96,19,22,False,67.83,0.65,0.84
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-11-21 12:46:11.535042,1,15,10,51.79,18,10.225252579539367,24,2,2/24,28,19.42229404420203,4,295.6,90,23,25,False,69.3,0.78,0.64
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-12-14 12:46:11.535052,2,28,23,80.34,15,12.69496224316581,22,2,2/22,23,21.517703148156254,0,261.2,91,19,25,False,84.26,0.98,0.91
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-01-19 12:46:11.535061,3,16,12,46.63,13,6.073757569842915,16,3,3/16,36,21.13717556112351,0,285.8,94,22,21,True,87.45,0.62,0.76
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-11-06 12:46:11.535070,4,30,25,73.66,20,7.209125761163343,19,4,4/19,34,29.16913329132342,1,232.1,100,24,18,True,87.62,0.88,0.66
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-07-21 12:46:11.535079,5,32,24,70.04,11,9.901223163016876,16,1,1/16,24,18.677791564613557,3,249.2,105,19,21,False,72.6,0.93,0.99
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-11-28 12:46:11.535088,6,29,23,73.62,14,5.772775424772719,24,5,5/24,22,15.779736417661933,4,305.4,81,23,19,True,78.27,0.93,0.64
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-10-03 12:46:11.535097,7,33,27,81.19,18,8.05223603708062,17,2,2/17,30,25.80005616585898,2,257.7,119,20,18,True,84.68,0.99,0.62
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-07-08 12:46:11.535106,8,22,19,56.18,14,7.861414360707415,22,5,5/22,32,20.815952253560173,4,302.1,69,22,15,True,83.88,0.65,0.98
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-08-30 12:46:11.535116,9,18,16,77.96,15,7.424264936606726,22,1,1/22,40,35.083273577390116,0,266.9,76,20,24,False,79.58,0.88,0.82
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-09-02 12:46:11.535125,10,32,24,74.35,13,8.801848464971327,22,2,2/22,22,16.85269655189971,3,312.1,74,16,21,False,69.16,0.99,0.88
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-08-15 12:46:11.535135,11,18,14,67.88,19,7.670369759983521,15,2,2/15,29,20.94528356498619,1,234.6,93,21,24,False,74.24,0.87,0.59
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-02-06 12:46:11.535144,12,17,14,79.1,14,9.226859871344937,18,3,3/18,27,22.091126697109722,0,266.0,102,15,22,False,80.79,0.96,0.84
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-02-24 12:46:11.535155,13,17,13,53.14,13,9.431536154104432,19,3,3/19,28,16.677174738504718,0,239.9,84,22,16,True,91.7,0.69,0.79
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-12-25 12:46:11.535164,14,24,22,77.26,12,4.733123345423607,25,2,2/25,21,16.856519985314126,3,269.7,117,19,18,True,83.81,0.84,0.68
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-10-23 12:46:11.535173,15,21,17,67.34,18,12.992698259544287,25,2,2/25,23,18.300249487241942,3,223.9,110,22,15,True,85.68,0.83,0.87
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-05-04 12:46:11.535183,16,24,17,63.65,14,6.0242186421084885,17,4,4/17,31,24.262840987744088,0,303.0,76,22,19,True,86.23,0.9,0.67
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-04-09 12:46:11.535193,17,29,27,65.71,10,4.494354947053969,18,4,4/18,32,22.585069802911026,4,275.7,65,21,15,True,90.38,0.71,0.56
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-07-23 12:46:11.535202,18,23,18,48.94,18,15.502770486818806,16,2,2/16,39,23.76089902563497,2,252.8,99,18,25,False,80.35,0.63,0.91
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2023-08-18 12:46:11.535211,19,24,20,81.65,9,4.241209979094082,15,2,2/15,23,17.635541532565718,2,233.6,89,20,25,False,70.43,0.98,0.85
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-01-29 12:46:11.535219,20,28,23,63.9,19,7.416675829385975,21,5,5/21,39,25.669985349083902,0,223.3,83,18,22,False,78.96,0.78,0.62
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-07-29 12:46:11.535228,21,18,16,76.15,13,7.985729797597725,25,3,3/25,26,22.27372645922546,4,302.4,65,25,18,True,86.45,0.86,0.8
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-07-14 12:46:11.535237,22,16,14,80.1,11,7.9799081758721,24,4,4/24,37,26.54826754962027,0,301.3,74,20,17,True,93.44,0.92,0.8
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-10-25 12:46:11.535246,23,19,17,59.92,16,5.2619950893058824,17,3,3/17,24,11.384874169562003,4,298.8,97,20,15,True,79.04,0.67,0.53
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2024-05-30 12:46:11.535255,24,31,21,48.82,9,4.930022052616466,20,2,2/20,36,20.178259685114597,2,224.3,110,25,23,True,77.21,0.72,0.82
2,Hayden Sanchez,Middle Blocker,24,176.19944687794043,8,2025-07-04 12:46:11.535264,25,16,15,79.66,14,7.926823442740605,16,3,3/16,22,17.844266951962148,0,280.8,64,17,19,False,85.25,0.85,0.79
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2023-10-04 12:46:11.535276,1,35,32,70.46,16,9.1580932468317,18,4,4/18,33,19.26764006260958,1,259.9,106,16,20,False,78.77,0.77,0.83
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-07-17 12:46:11.535285,2,19,16,73.1,15,4.937830215227553,16,1,1/16,31,24.30414856500171,2,226.0,95,23,20,True,79.91,0.87,0.71
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2023-09-23 12:46:11.535295,3,28,25,83.76,19,6.154024727769076,19,3,3/19,38,29.08263039065668,0,285.7,74,16,20,False,75.73,0.94,0.68
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-10-23 12:46:11.535304,4,33,24,51.59,14,9.69325234889549,24,5,5/24,20,12.05823864324653,3,302.9,77,15,17,False,72.7,0.71,0.88
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-08-22 12:46:11.535313,5,26,17,43.35,10,3.934912109112649,21,3,3/21,20,9.281491944732498,2,241.5,86,22,20,True,74.47,0.66,0.66
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-09-06 12:46:11.535322,6,33,27,73.8,8,2.2276350162204035,24,2,2/24,34,26.157340466553098,1,280.7,86,19,18,True,81.27,0.9,0.56
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-05-21 12:46:11.535331,7,18,13,65.41,18,7.736682787304625,23,2,2/23,32,28.075595107439472,0,220.8,79,18,17,True,86.11,0.91,0.64
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-04-04 12:46:11.535342,8,15,12,48.6,14,6.724068520758443,21,2,2/21,37,20.65488489756478,4,255.4,85,15,21,False,66.28,0.61,0.96
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-09-18 12:46:11.535351,9,33,26,61.04,14,5.529315666977929,21,3,3/21,30,17.043063660200406,2,266.0,104,20,16,True,81.45,0.77,0.55
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-05-15 12:46:11.535360,10,33,25,56.09,9,4.895558372492876,19,2,2/19,25,12.587478197710052,3,231.4,92,18,20,False,63.54,0.74,0.98
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2023-10-14 12:46:11.535369,11,19,13,53.34,10,4.810385645964148,17,4,4/17,40,21.827738878344704,4,282.8,89,24,24,False,61.23,0.78,0.96
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-01-04 12:46:11.535378,12,35,29,66.53,17,5.8968353277283985,25,4,4/25,35,22.482173115245516,0,299.6,97,15,20,False,74.65,0.8,0.66
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-04-29 12:46:11.535386,13,16,10,53.8,12,3.303816907201071,16,3,3/16,34,24.96131447392387,4,293.9,62,22,24,False,59.89,0.86,0.66
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-04-04 12:46:11.535396,14,31,21,57.17,8,3.409744899214282,20,2,2/20,40,24.473742713343025,0,290.8,88,23,23,False,69.32,0.84,0.68
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-10-19 12:46:11.535405,15,27,21,76.67,13,7.212153661472786,15,3,3/15,22,16.75798819484659,2,287.8,78,19,25,False,72.63,0.99,0.8
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-03-04 12:46:11.535414,16,25,17,58.3,18,5.978144494141128,20,3,3/20,32,19.72013802292414,3,313.8,79,23,21,True,71.78,0.86,0.66
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-03-27 12:46:11.535424,17,31,21,42.74,18,10.144356137772357,20,2,2/20,26,12.617320674407011,4,268.6,74,17,17,False,61.93,0.63,0.92
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-04-23 12:46:11.535433,18,31,27,77.38,19,7.827693209658857,15,4,4/15,39,24.877249575420784,1,235.4,71,24,17,True,89.61,0.89,0.52
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-07-27 12:46:11.535443,19,22,20,71.33,17,5.76797279716699,22,2,2/22,35,25.894175715421056,0,256.8,120,24,22,True,88.54,0.78,0.64
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-07-09 12:46:11.535452,20,31,25,57.58,10,6.170908906020918,24,2,2/24,40,23.562831785583136,0,275.5,66,23,16,True,86.36,0.71,0.88
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-10-29 12:46:11.535461,21,29,27,64.64,10,6.980838729334019,16,2,2/16,34,22.217959345451938,0,261.5,85,23,20,True,93.25,0.69,1.0
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-07-17 12:46:11.535470,22,22,14,49.6,9,3.518379194069663,25,2,2/25,21,12.471049433486378,4,267.2,113,17,22,False,63.48,0.78,0.5
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-05-15 12:46:11.535479,23,15,11,57.41,10,3.332573685870045,24,2,2/24,29,16.43975437974617,0,224.8,86,25,24,True,80.15,0.78,0.56
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2024-03-11 12:46:11.535488,24,34,27,50.37,18,10.86059970023722,18,3,3/18,20,10.782174893913378,0,277.1,71,25,25,False,76.38,0.63,0.99
3,Kendall Lee,Opposite Hitter,25,175.91670512293973,8,2025-05-27 12:46:11.535497,25,31,25,59.51,20,14.729998682330454,23,4,4/23,21,13.282577950776417,0,245.4,61,20,16,True,91.81,0.74,0.87
4,Parker Miller,Libero,21,164.00228769578092,6,2024-04-16 12:46:11.535509,1,30,15,39.47,20,5.183103857684541,22,1,1/22,26,26.83823684040507,1,333.3,92,21,23,False,70.06,0.79,0.52
4,Parker Miller,Libero,21,164.00228769578092,6,2023-10-12 12:46:11.535519,2,21,8,37.69,20,7.481016132685113,25,1,1/25,31,35.62161961414045,2,314.3,117,21,20,True,71.45,0.99,0.75
4,Parker Miller,Libero,21,164.00228769578092,6,2024-03-13 12:46:11.535528,3,26,15,42.18,16,5.830379772031541,16,1,1/16,39,38.020734031104446,0,294.5,80,16,16,False,76.47,0.73,0.65
4,Parker Miller,Libero,21,164.00228769578092,6,2024-05-05 12:46:11.535538,4,34,18,45.98,10,4.921735810276783,20,2,2/20,31,33.00199511118375,2,267.5,110,15,16,False,72.4,0.87,0.7
4,Parker Miller,Libero,21,164.00228769578092,6,2024-02-26 12:46:11.535547,5,20,12,50.52,10,6.71624822765358,25,1,1/25,22,20.20891035700594,4,276.6,84,24,15,True,78.62,0.84,0.84
4,Parker Miller,Libero,21,164.00228769578092,6,2024-07-21 12:46:11.535557,6,26,11,31.93,9,4.685018132278941,23,1,1/23,28,23.398643512486867,0,242.6,71,22,23,False,69.04,0.75,0.78
4,Parker Miller,Libero,21,164.00228769578092,6,2024-11-09 12:46:11.535566,7,23,12,48.22,11,8.85402556363378,19,3,3/19,26,25.877748045605475,5,247.4,71,22,16,True,76.71,0.92,0.98
4,Parker Miller,Libero,21,164.00228769578092,6,2024-09-11 12:46:11.535575,8,26,13,34.73,16,8.217120655958073,19,3,3/19,40,30.56655684344892,1,290.9,67,18,17,True,81.91,0.69,0.75
4,Parker Miller,Libero,21,164.00228769578092,6,2024-07-31 12:46:11.535584,9,32,15,43.56,15,6.4425042774674335,23,2,2/23,22,23.233393995083908,4,311.9,93,21,21,False,66.53,0.93,0.54
4,Parker Miller,Libero,21,164.00228769578092,6,2024-09-14 12:46:11.535595,10,35,11,30.31,15,5.804770675097774,20,2,2/20,37,44.357105785422725,0,316.8,68,21,23,False,70.96,0.96,0.53
4,Parker Miller,Libero,21,164.00228769578092,6,2025-03-30 12:46:11.535604,11,31,11,30.16,10,4.036070695770495,18,2,2/18,29,31.450330949439135,1,259.6,95,19,17,True,76.38,0.85,0.81
4,Parker Miller,Libero,21,164.00228769578092,6,2025-05-01 12:46:11.535613,12,31,15,29.91,17,11.490176136770522,17,1,1/17,39,27.818312459244154,3,244.1,115,15,16,False,69.24,0.62,0.82
4,Parker Miller,Libero,21,164.00228769578092,6,2023-12-23 12:46:11.535622,13,23,11,36.46,20,10.174808930686199,24,3,3/24,40,36.59697651349552,4,335.7,90,18,25,False,66.85,0.76,0.73
4,Parker Miller,Libero,21,164.00228769578092,6,2023-08-30 12:46:11.535631,14,16,5,25.19,14,4.977827701240938,18,1,1/18,30,30.627698038049775,5,274.5,85,17,20,False,58.68,0.81,0.55
4,Parker Miller,Libero,21,164.00228769578092,6,2024-11-30 12:46:11.535640,15,29,10,30.64,15,4.759336404893439,16,2,2/16,39,39.98031171879819,5,330.2,112,20,24,False,56.59,0.89,0.59
4,Parker Miller,Libero,21,164.00228769578092,6,2025-02-22 12:46:11.535649,16,30,18,42.75,15,7.987593855050932,19,1,1/19,32,27.07661634327763,0,261.5,82,15,15,False,76.14,0.71,0.8
4,Parker Miller,Libero,21,164.00228769578092,6,2023-10-05 12:46:11.535658,17,30,12,27.11,8,4.6596687798634555,21,1,1/21,31,26.436622709448418,1,244.5,63,24,23,True,81.11,0.68,0.78
4,Parker Miller,Libero,21,164.00228769578092,6,2025-05-21 12:46:11.535667,18,27,12,30.21,20,10.563857613576275,24,1,1/24,23,17.670201968145477,5,338.7,95,20,17,True,70.78,0.68,0.75
4,Parker Miller,Libero,21,164.00228769578092,6,2024-03-10 12:46:11.535676,19,16,5,26.17,10,5.275602451704538,22,1,1/22,36,32.6621046278434,3,271.9,85,24,19,True,69.95,0.84,0.75
4,Parker Miller,Libero,21,164.00228769578092,6,2024-03-01 12:46:11.535685,20,32,14,36.7,17,6.327652184928607,15,1,1/15,33,33.550553855251096,5,329.9,115,25,15,True,70.47,0.84,0.63
4,Parker Miller,Libero,21,164.00228769578092,6,2023-10-03 12:46:11.535694,21,33,16,40.2,19,7.652344100136532,22,2,2/22,39,41.45140542808252,2,254.8,103,18,15,True,77.48,0.83,0.85
4,Parker Miller,Libero,21,164.00228769578092,6,2025-01-21 12:46:11.535703,22,15,6,27.32,14,4.637673370491192,18,2,2/18,35,31.415087371470904,4,312.7,105,17,23,False,62.51,0.68,0.66
4,Parker Miller,Libero,21,164.00228769578092,6,2023-09-26 12:46:11.535712,23,30,14,37.04,13,10.76535567906391,22,2,2/22,31,30.1595375457586,5,312.1,101,19,24,False,67.26,0.79,0.98
4,Parker Miller,Libero,21,164.00228769578092,6,2024-10-23 12:46:11.535720,24,32,13,35.37,12,6.2086238341847215,18,2,2/18,35,34.82595593252073,5,312.2,78,16,24,False,62.27,0.87,0.69
4,Parker Miller,Libero,21,164.00228769578092,6,2024-06-26 12:46:11.535730,25,26,15,53.72,20,6.355663609989879,15,1,1/15,31,38.17840793753175,4,265.6,90,18,18,False,67.09,0.93,0.64
5,Casey Hall,Middle Blocker,18,163.2767974471324,4,2025-06-12 12:46:11.535743,1,18,12,57.35,19,13.169332945565547,25,2,2/25,37,31.827972639739126,1,300.7,119,22,22,False,75.39,0.86,0.88
